timestamp,scenario,id,name,lat,lng,zone,slope_deg,altitude_m,rainfall_mm_hr,river_level_m,soil_saturation,historical_incident_density,population_exposure,registered_population,tourist_population,elderly_fraction,children_fraction
2025-07-15T06:15:00,normal,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,2.74,0.61,0.1668,6.5,1.15,5500,250,0.16,0.24
2025-07-15T06:15:00,normal,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,0.75,0.54,0.1294,5.0,0.63,3000,150,0.13,0.21
2025-07-15T06:15:00,normal,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,3.1,0.65,0.1836,9.2,0.46,2200,100,0.18,0.23
2025-07-15T06:30:00,normal,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,0.9,0.52,0.0144,2.1,0.05,200,50,0.08,0.15
2025-07-15T06:30:00,normal,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,0,0.49,0.0,3.0,0.09,350,100,0.1,0.18
2025-07-15T06:30:00,normal,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,0,0.47,0.0196,4.5,0.03,120,30,0.12,0.2
2025-07-15T06:30:00,normal,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,0,0.55,0.04,1.8,0.072,280,80,0.09,0.16
2025-07-15T06:30:00,normal,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,0.04,0.53,0.0795,5.2,0.46,1800,500,0.12,0.22
2025-07-15T06:30:00,normal,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,0,0.46,0.1294,6.1,0.56,2500,300,0.14,0.2
2025-07-15T06:30:00,normal,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,0,0.43,0.0672,7.3,0.22,900,200,0.11,0.19
2025-07-15T06:30:00,normal,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,0,0.5,0.1302,3.8,0.52,600,2000,0.06,0.1
2025-07-15T06:30:00,normal,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,0,0.48,0.1217,8.0,0.92,4200,400,0.15,0.25
2025-07-15T06:30:00,normal,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,0,0.49,0.144,6.5,1.15,5500,250,0.16,0.24
2025-07-15T06:30:00,normal,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,0.37,0.52,0.1788,5.0,0.63,3000,150,0.13,0.21
2025-07-15T06:30:00,normal,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,0.08,0.41,0.1738,9.2,0.46,2200,100,0.18,0.23
2025-07-15T06:45:00,normal,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,2.49,0.58,0.0667,2.1,0.05,200,50,0.08,0.15
2025-07-15T06:45:00,normal,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,2.97,0.55,0.0332,3.0,0.09,350,100,0.1,0.18
2025-07-15T06:45:00,normal,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,4.65,0.72,0.019,4.5,0.03,120,30,0.12,0.2
2025-07-15T06:45:00,normal,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,0.55,0.45,0.0797,1.8,0.072,280,80,0.09,0.16
2025-07-15T06:45:00,normal,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,3.15,0.52,0.1433,5.2,0.46,1800,500,0.12,0.22
2025-07-15T06:45:00,normal,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,0.84,0.54,0.1145,6.1,0.56,2500,300,0.14,0.2
2025-07-15T06:45:00,normal,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,0,0.52,0.0764,7.3,0.22,900,200,0.11,0.19
2025-07-15T06:45:00,normal,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,2.92,0.64,0.1154,3.8,0.52,600,2000,0.06,0.1
2025-07-15T06:45:00,normal,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,0,0.54,0.1436,8.0,0.92,4200,400,0.15,0.25
2025-07-15T06:45:00,normal,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,0,0.57,0.1645,6.5,1.15,5500,250,0.16,0.24
2025-07-15T06:45:00,normal,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,0,0.51,0.1437,5.0,0.63,3000,150,0.13,0.21
2025-07-15T06:45:00,normal,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,2.95,0.5,0.1591,9.2,0.46,2200,100,0.18,0.23
2025-07-15T07:00:00,normal,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,3.62,0.65,0.0259,2.1,0.05,200,50,0.08,0.15
2025-07-15T07:00:00,normal,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,1.67,0.57,0.0346,3.0,0.09,350,100,0.1,0.18
2025-07-15T07:00:00,normal,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,1.6,0.59,0.0321,4.5,0.03,120,30,0.12,0.2
2025-07-15T07:00:00,normal,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,0.64,0.47,0.0651,1.8,0.072,280,80,0.09,0.16
2025-07-15T07:00:00,normal,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,4.1,0.46,0.1255,5.2,0.46,1800,500,0.12,0.22
2025-07-15T07:00:00,normal,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,4.45,0.54,0.1316,6.1,0.56,2500,300,0.14,0.2
2025-07-15T07:00:00,normal,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,6.32,0.46,0.089,7.3,0.22,900,200,0.11,0.19
2025-07-15T07:00:00,normal,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,0.74,0.5,0.1109,3.8,0.52,600,2000,0.06,0.1
2025-07-15T07:00:00,normal,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,2.45,0.6,0.1629,8.0,0.92,4200,400,0.15,0.25
2025-07-15T07:00:00,normal,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,1.79,0.53,0.1944,6.5,1.15,5500,250,0.16,0.24
2025-07-15T07:00:00,normal,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,7.21,0.64,0.1741,5.0,0.63,3000,150,0.13,0.21
2025-07-15T07:00:00,normal,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,0,0.49,0.1846,9.2,0.46,2200,100,0.18,0.23
2025-07-15T07:15:00,normal,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,4.2,0.61,0.0212,2.1,0.05,200,50,0.08,0.15
2025-07-15T07:15:00,normal,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,0.23,0.55,0.0168,3.0,0.09,350,100,0.1,0.18
2025-07-15T07:15:00,normal,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,3.68,0.65,0.0,4.5,0.03,120,30,0.12,0.2
2025-07-15T07:15:00,normal,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,4.03,0.64,0.0444,1.8,0.072,280,80,0.09,0.16
2025-07-15T07:15:00,normal,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,2.83,0.52,0.0756,5.2,0.46,1800,500,0.12,0.22
2025-07-15T07:15:00,normal,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,3.84,0.55,0.1432,6.1,0.56,2500,300,0.14,0.2
2025-07-15T07:15:00,normal,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,0,0.53,0.0562,7.3,0.22,900,200,0.11,0.19
2025-07-15T07:15:00,normal,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,3.74,0.69,0.1465,3.8,0.52,600,2000,0.06,0.1
2025-07-15T07:15:00,normal,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,3.04,0.62,0.1818,8.0,0.92,4200,400,0.15,0.25
2025-07-15T07:15:00,normal,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,3.2,0.61,0.1633,6.5,1.15,5500,250,0.16,0.24
2025-07-15T07:15:00,normal,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,0.35,0.48,0.1363,5.0,0.63,3000,150,0.13,0.21
2025-07-15T07:15:00,normal,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,2.06,0.45,0.2275,9.2,0.46,2200,100,0.18,0.23
2025-07-15T07:30:00,normal,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,0,0.55,0.0006,2.1,0.05,200,50,0.08,0.15
2025-07-15T07:30:00,normal,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,3.35,0.58,0.0135,3.0,0.09,350,100,0.1,0.18
2025-07-15T07:30:00,normal,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,4.58,0.69,0.0,4.5,0.03,120,30,0.12,0.2
2025-07-15T07:30:00,normal,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,3.31,0.72,0.0469,1.8,0.072,280,80,0.09,0.16
2025-07-15T07:30:00,normal,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,3.95,0.57,0.0614,5.2,0.46,1800,500,0.12,0.22
2025-07-15T07:30:00,normal,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,1.36,0.52,0.1311,6.1,0.56,2500,300,0.14,0.2
2025-07-15T07:30:00,normal,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,2.46,0.6,0.0925,7.3,0.22,900,200,0.11,0.19
2025-07-15T07:30:00,normal,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,0.29,0.53,0.1192,3.8,0.52,600,2000,0.06,0.1
2025-07-15T07:30:00,normal,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,0.57,0.58,0.187,8.0,0.92,4200,400,0.15,0.25
2025-07-15T07:30:00,normal,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,0,0.66,0.1784,6.5,1.15,5500,250,0.16,0.24
2025-07-15T07:30:00,normal,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,3.95,0.54,0.1214,5.0,0.63,3000,150,0.13,0.21
2025-07-15T07:30:00,normal,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,4.41,0.58,0.1741,9.2,0.46,2200,100,0.18,0.23
2025-07-15T07:45:00,normal,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,1.48,0.39,0.0132,2.1,0.05,200,50,0.08,0.15
2025-07-15T07:45:00,normal,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,1.28,0.48,0.0238,3.0,0.09,350,100,0.1,0.18
2025-07-15T07:45:00,normal,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,6.59,0.73,0.0,4.5,0.03,120,30,0.12,0.2
2025-07-15T07:45:00,normal,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,3.59,0.55,0.0896,1.8,0.072,280,80,0.09,0.16
2025-07-15T07:45:00,normal,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,5.1,0.53,0.1055,5.2,0.46,1800,500,0.12,0.22
2025-07-15T07:45:00,normal,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,3.7,0.54,0.1251,6.1,0.56,2500,300,0.14,0.2
2025-07-15T07:45:00,normal,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,2.91,0.58,0.076,7.3,0.22,900,200,0.11,0.19
2025-07-15T07:45:00,normal,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,4.1,0.51,0.169,3.8,0.52,600,2000,0.06,0.1
2025-07-15T07:45:00,normal,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,6.21,0.49,0.1296,8.0,0.92,4200,400,0.15,0.25
2025-07-15T07:45:00,normal,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,3.12,0.47,0.175,6.5,1.15,5500,250,0.16,0.24
2025-07-15T07:45:00,normal,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,1.53,0.47,0.1347,5.0,0.63,3000,150,0.13,0.21
2025-07-15T07:45:00,normal,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,3.64,0.47,0.1931,9.2,0.46,2200,100,0.18,0.23
2025-07-15T08:00:00,normal,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,4.09,0.68,0.0385,2.1,0.05,200,50,0.08,0.15
2025-07-15T08:00:00,normal,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,1.82,0.6,0.0193,3.0,0.09,350,100,0.1,0.18
2025-07-15T08:00:00,normal,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,4.7,0.69,0.0037,4.5,0.03,120,30,0.12,0.2
2025-07-15T08:00:00,normal,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,6.03,0.73,0.0563,1.8,0.072,280,80,0.09,0.16
2025-07-15T08:00:00,normal,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,2.5,0.64,0.0931,5.2,0.46,1800,500,0.12,0.22
2025-07-15T08:00:00,normal,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,4.55,0.64,0.1399,6.1,0.56,2500,300,0.14,0.2
2025-07-15T08:00:00,normal,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,2.94,0.57,0.0975,7.3,0.22,900,200,0.11,0.19
2025-07-15T08:00:00,normal,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,3.55,0.58,0.133,3.8,0.52,600,2000,0.06,0.1
2025-07-15T08:00:00,normal,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,3.22,0.6,0.1433,8.0,0.92,4200,400,0.15,0.25
2025-07-15T08:00:00,normal,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,0.02,0.56,0.1358,6.5,1.15,5500,250,0.16,0.24
2025-07-15T08:00:00,normal,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,3.61,0.53,0.1633,5.0,0.63,3000,150,0.13,0.21
2025-07-15T08:00:00,normal,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,2.01,0.5,0.1631,9.2,0.46,2200,100,0.18,0.23
2025-07-15T08:15:00,normal,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,3.54,0.59,0.0177,2.1,0.05,200,50,0.08,0.15
2025-07-15T08:15:00,normal,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,0.94,0.51,0.0361,3.0,0.09,350,100,0.1,0.18
2025-07-15T08:15:00,normal,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,0,0.51,0.0,4.5,0.03,120,30,0.12,0.2
2025-07-15T08:15:00,normal,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,0.57,0.53,0.0423,1.8,0.072,280,80,0.09,0.16
2025-07-15T08:15:00,normal,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,0,0.54,0.0619,5.2,0.46,1800,500,0.12,0.22
2025-07-15T08:15:00,normal,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,0.9,0.65,0.1189,6.1,0.56,2500,300,0.14,0.2
2025-07-15T08:15:00,normal,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,3.04,0.58,0.0809,7.3,0.22,900,200,0.11,0.19
2025-07-15T08:15:00,normal,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,0,0.56,0.1246,3.8,0.52,600,2000,0.06,0.1
2025-07-15T08:15:00,normal,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,1.57,0.57,0.1382,8.0,0.92,4200,400,0.15,0.25
2025-07-15T08:15:00,normal,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,3.99,0.57,0.1698,6.5,1.15,5500,250,0.16,0.24
2025-07-15T08:15:00,normal,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,2.31,0.56,0.1389,5.0,0.63,3000,150,0.13,0.21
2025-07-15T08:15:00,normal,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,0.95,0.51,0.1798,9.2,0.46,2200,100,0.18,0.23
2025-07-15T08:30:00,normal,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,3.43,0.67,0.0493,2.1,0.05,200,50,0.08,0.15
2025-07-15T08:30:00,normal,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,6.74,0.78,0.0299,3.0,0.09,350,100,0.1,0.18
2025-07-15T08:30:00,normal,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,2.8,0.57,0.0422,4.5,0.03,120,30,0.12,0.2
2025-07-15T08:30:00,normal,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,0.75,0.42,0.0403,1.8,0.072,280,80,0.09,0.16
2025-07-15T08:30:00,normal,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,0.97,0.59,0.0777,5.2,0.46,1800,500,0.12,0.22
2025-07-15T08:30:00,normal,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,2.71,0.63,0.1556,6.1,0.56,2500,300,0.14,0.2
2025-07-15T08:30:00,normal,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,0.87,0.61,0.0596,7.3,0.22,900,200,0.11,0.19
2025-07-15T08:30:00,normal,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,0,0.63,0.1616,3.8,0.52,600,2000,0.06,0.1
2025-07-15T08:30:00,normal,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,0.48,0.63,0.1172,8.0,0.92,4200,400,0.15,0.25
2025-07-15T08:30:00,normal,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,1.19,0.48,0.1883,6.5,1.15,5500,250,0.16,0.24
2025-07-15T08:30:00,normal,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,0.22,0.57,0.1408,5.0,0.63,3000,150,0.13,0.21
2025-07-15T08:30:00,normal,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,0.52,0.5,0.189,9.2,0.46,2200,100,0.18,0.23
2025-07-15T08:45:00,normal,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,2.47,0.63,0.0277,2.1,0.05,200,50,0.08,0.15
2025-07-15T08:45:00,normal,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,0,0.56,0.0,3.0,0.09,350,100,0.1,0.18
2025-07-15T08:45:00,normal,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,2.89,0.69,0.0,4.5,0.03,120,30,0.12,0.2
2025-07-15T08:45:00,normal,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,2.46,0.59,0.081,1.8,0.072,280,80,0.09,0.16
2025-07-15T08:45:00,normal,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,5.98,0.57,0.143,5.2,0.46,1800,500,0.12,0.22
2025-07-15T08:45:00,normal,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,3.8,0.65,0.1343,6.1,0.56,2500,300,0.14,0.2
2025-07-15T08:45:00,normal,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,0,0.64,0.0887,7.3,0.22,900,200,0.11,0.19
2025-07-15T08:45:00,normal,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,0,0.48,0.1013,3.8,0.52,600,2000,0.06,0.1
2025-07-15T08:45:00,normal,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,0.76,0.64,0.1666,8.0,0.92,4200,400,0.15,0.25
2025-07-15T08:45:00,normal,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,1.45,0.49,0.1969,6.5,1.15,5500,250,0.16,0.24
2025-07-15T08:45:00,normal,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,0,0.59,0.1389,5.0,0.63,3000,150,0.13,0.21
2025-07-15T08:45:00,normal,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,1.23,0.56,0.1374,9.2,0.46,2200,100,0.18,0.23
2025-07-15T09:00:00,normal,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,2.17,0.53,0.0239,2.1,0.05,200,50,0.08,0.15
2025-07-15T09:00:00,normal,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,0,0.5,0.0038,3.0,0.09,350,100,0.1,0.18
2025-07-15T09:00:00,normal,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,2.74,0.63,0.0,4.5,0.03,120,30,0.12,0.2
2025-07-15T09:00:00,normal,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,0,0.49,0.0341,1.8,0.072,280,80,0.09,0.16
2025-07-15T09:00:00,normal,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,0,0.48,0.0789,5.2,0.46,1800,500,0.12,0.22
2025-07-15T09:00:00,normal,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,4.62,0.5,0.1246,6.1,0.56,2500,300,0.14,0.2
2025-07-15T09:00:00,normal,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,1.12,0.53,0.0761,7.3,0.22,900,200,0.11,0.19
2025-07-15T09:00:00,normal,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,1.92,0.51,0.1459,3.8,0.52,600,2000,0.06,0.1
2025-07-15T09:00:00,normal,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,0,0.45,0.1445,8.0,0.92,4200,400,0.15,0.25
2025-07-15T09:00:00,normal,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,0,0.65,0.1873,6.5,1.15,5500,250,0.16,0.24
2025-07-15T09:00:00,normal,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,0,0.58,0.1515,5.0,0.63,3000,150,0.13,0.21
2025-07-15T09:00:00,normal,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,6.64,0.55,0.2173,9.2,0.46,2200,100,0.18,0.23
2025-07-15T09:15:00,normal,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,0,0.46,0.0141,2.1,0.05,200,50,0.08,0.15
2025-07-15T09:15:00,normal,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,0,0.45,0.0121,3.0,0.09,350,100,0.1,0.18
2025-07-15T09:15:00,normal,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,4.63,0.68,0.0215,4.5,0.03,120,30,0.12,0.2
2025-07-15T09:15:00,normal,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,4.21,0.6,0.0642,1.8,0.072,280,80,0.09,0.16
2025-07-15T09:15:00,normal,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,4.09,0.51,0.1131,5.2,0.46,1800,500,0.12,0.22
2025-07-15T09:15:00,normal,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,0.66,0.49,0.0945,6.1,0.56,2500,300,0.14,0.2
2025-07-15T09:15:00,normal,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,2.9,0.49,0.1219,7.3,0.22,900,200,0.11,0.19
2025-07-15T09:15:00,normal,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,2.17,0.53,0.1185,3.8,0.52,600,2000,0.06,0.1
2025-07-15T09:15:00,normal,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,0,0.57,0.1327,8.0,0.92,4200,400,0.15,0.25
2025-07-15T09:15:00,normal,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,0,0.56,0.1654,6.5,1.15,5500,250,0.16,0.24
